2954,1071,2379,3266,1874,1403,2035,2696,3145,2543,1812,1956,2409,2715,3124,5061,6597,6026,5411,1395,1123,1014,1061,683,541,260,176,160,166,161,261,58,2555,779,681,559,976,1806,3562,2103,1805,1816,1987,2388,2501,2002,1584,2658,3068,3823,3162,2594,5295,5970,6932,1190,864,680,502,450,290,171,160,623,1144,2451,1959,1865,1926,1689,3159,3085,1059,660,1145,2458,4035,5966,4199,3079,1848,1672,2556,6409,8150,2160,963,585,308,195,155,192,179,168,115,2,1
5495,3545,2764,2913,3711,3102,3721,4173,4407,5285,5688,6169,5642,4337,2394,1066,350,156,134,95,101,78,74,59,36,19,11,10,1,0,0,0,17,219,901,685,724,717,775,1128,1758,2997,4479,6038,5960,7765,6575,4903,4836,3364,3964,3571,2240,1053,256,109,112,85,76,82,59,40,20,28,207,577,1075,807,961,931,1017,1202,1439,2172,2701,2931,3210,3755,3131,2430,3393,3738,3896,3452,3537,3461,3974,4600,3392,2380,656,153,86,78,68,126,1
2332,2646,3592,3764,4757,5215,5179,5197,4587,4253,2203,1682,1254,1212,841,706,653,759,983,1164,1361,1308,999,737,637,590,602,864,1102,1506,1741,1110,412,506,450,416,582,628,822,801,838,1154,1538,2182,2973,4524,5088,4379,6305,6759,6111,1984,2525,1465,1286,900,971,917,914,1381,2177,1718,1994,836,896,766,779,882,984,858,841,878,941,1222,1064,921,722,839,849,936,1126,1320,1711,1691,1761,2211,4780,5023,6751,5849,5621,7064,1362,1463,2111,1314,1
1587,1281,2965,3903,4683,3475,3589,2741,2014,1874,2114,2430,2304,2815,2530,2120,1608,1182,1094,859,702,703,760,723,780,903,1106,1361,1631,2128,3093,4478,142,603,443,450,765,1000,1283,1523,1985,3006,3066,2642,3078,3271,2453,2346,2647,1838,2067,2572,2825,2837,2808,2283,1755,1265,1451,1666,1890,2479,3626,3471,2080,1386,1581,1460,1604,1365,1230,1357,1487,1606,1384,1274,1019,1147,1019,1020,1246,2596,2593,2869,3010,3034,3136,3024,3367,4853,5028,4618,2862,1163,100,18,1
4545,5579,5564,2961,3304,3425,3412,3521,3186,3429,2700,2097,1791,1604,1096,1058,1010,951,998,699,629,668,802,729,703,770,839,1074,1128,1021,910,3333,43,203,258,1039,1442,1292,1397,1484,1810,2270,1640,1637,1422,1615,1565,1668,1643,1710,2281,2359,2639,2963,3293,3436,3587,3866,3446,2853,3026,2788,1817,3044,444,202,179,179,217,257,441,836,1299,1662,1955,2189,2258,3086,3012,3192,3368,3411,3771,3390,3234,3332,3497,2781,2002,2008,2383,3249,1827,3054,2657,164,1
110,4323,2812,1405,2123,3538,2802,3473,2710,3508,3324,3098,3130,4571,3715,3254,2958,2677,2851,2210,1404,1061,955,734,694,696,530,386,202,170,105,7,1360,4878,1815,1010,2882,3237,3079,2156,1949,2925,3209,3277,2332,2948,2813,2521,2880,2987,3214,2390,2410,1937,1705,1067,1016,775,837,1088,579,236,21,3,13,3066,3834,1612,2739,3585,2676,1767,2400,1775,1342,1929,2446,2917,2381,2332,2286,2282,3029,3054,3400,3832,3456,2565,2450,1969,337,50,9,3,0,0,1
2,28,347,1065,2374,1998,1292,943,932,1750,2315,2020,912,863,961,1249,8113,16162,1103,782,598,696,1572,1719,892,3002,10442,1102,216,65,17,4,2,0,14,21,55,56,55,76,78,97,146,395,1489,4030,3616,3417,3680,2280,1892,1593,10649,13706,2226,768,1293,8173,5244,302,106,50,17,10,11,7,24,42,54,58,70,79,102,92,113,148,180,337,536,841,1719,3881,7286,6474,3327,1367,1231,3335,24613,8946,301,173,79,60,24,26,1
561,5360,5867,6216,7573,7413,8398,6944,4193,2581,1493,1166,706,673,565,508,448,451,518,553,448,444,520,427,420,472,390,188,35,5,0,0,484,1575,3198,3511,3580,3384,4088,3500,3156,2914,2958,3588,5194,7525,5129,2464,1404,976,1153,569,422,460,489,549,599,628,653,765,442,155,22,2,618,1807,3223,3052,2788,1924,1507,1455,1214,1173,899,759,698,611,485,439,391,356,442,1172,1306,2273,2763,3895,7246,8266,7020,4383,1842,1027,394,108,1
179,6752,5790,4520,5060,15388,10602,2096,1353,1070,879,987,991,865,597,551,404,341,347,237,235,306,358,368,438,529,661,1138,1866,563,56,9,44,4171,3804,2628,1837,2326,5321,16958,6096,3307,2250,1759,1403,1362,1076,932,833,736,678,565,562,560,608,590,673,823,1331,1722,298,147,103,33,91,388,415,473,331,1233,3257,2583,1943,1889,2025,2150,2108,2393,2393,2110,1750,3934,6728,7984,6644,2186,1326,1235,1375,1596,2170,1619,382,265,203,357,1
848,1195,890,1028,1904,2703,3865,4805,5493,5359,3602,2883,2454,2750,2678,2412,2144,1718,3239,2861,2653,3221,4397,217,39,65,41,31,27,13,1,0,271,893,387,210,220,192,215,257,368,650,1043,1430,2079,3265,3861,4198,3925,3586,3713,3173,3314,5366,5530,2791,3282,2669,7283,1318,29,15,3,0,456,794,344,155,128,188,204,232,294,506,713,1125,1487,2202,2549,2926,2907,3219,3587,3020,2742,2641,2321,1966,1851,2708,3545,4498,6038,9085,1086,19,1
5630,2158,1408,1919,3306,3176,2079,1800,2220,8766,9641,4042,4049,1627,1084,1010,955,879,1016,862,821,819,869,722,764,716,727,846,722,592,267,44,6587,1557,1346,1214,1648,3902,3375,2061,2333,9103,13543,3112,1388,1364,1078,1031,930,909,1026,851,805,766,806,761,711,697,696,794,542,453,125,22,6517,1938,1364,1323,2145,3923,3971,2859,14202,10024,1486,1314,1235,1170,1000,917,886,904,956,784,764,731,768,719,683,673,668,713,477,354,57,11,1
52,237,255,169,389,2202,3684,3418,3688,4529,4166,3437,3889,5418,7510,4975,2638,2290,2423,1878,1701,1453,1245,895,687,657,640,545,278,118,53,17,48,224,288,200,186,205,443,1366,3425,7426,6613,6336,8661,13922,4603,2557,1878,1442,1327,858,697,570,519,416,394,347,262,204,78,28,13,0,31,149,301,243,183,121,149,275,555,948,888,1868,3086,4390,7652,11515,14111,9251,3115,1623,1200,821,747,545,463,445,360,297,138,53,8,5,1
755,6940,8893,6728,6657,5469,3678,2715,2144,1947,1816,1580,1332,1295,1085,1302,1426,1453,1201,878,900,762,744,711,893,1093,661,397,68,10,3,0,140,3263,5597,3706,3132,2189,1571,2675,3671,4103,3648,3575,2981,2833,2339,2118,2134,1654,1641,1703,1921,1529,1257,1100,826,791,953,1446,689,284,52,15,60,1029,3813,4281,3992,2762,1339,613,408,716,1913,2620,1941,1502,1704,1904,2771,3472,3550,3132,2943,2925,2535,2104,2316,2085,1739,1751,1759,1240,457,160,1
401,3245,3848,4416,5722,5228,4555,3988,3639,2679,1899,1876,2117,2588,2368,2497,2964,3402,3399,1692,377,340,350,281,274,234,258,286,318,216,73,6,290,3196,3587,3731,4601,3944,3878,3388,2705,2345,2052,2105,2285,2694,2232,1894,1448,1132,1571,2000,2023,2824,6977,577,338,252,259,300,325,338,201,44,305,2088,2721,3340,3811,3207,3120,3057,2808,3106,2408,1977,1536,1553,1408,1633,1899,2389,2536,1850,1308,754,657,847,1978,3306,5951,2701,297,346,360,279,1
175,3314,18005,14144,6931,2355,1566,1711,1697,1370,987,729,858,1174,1031,825,712,577,582,538,564,586,748,821,894,864,747,618,315,93,5,0,16,204,2089,9006,8575,6052,6413,5010,5282,3065,873,490,583,1334,1251,1270,1109,1019,1253,1316,1067,833,820,714,838,1055,1239,1267,936,502,48,7,267,1228,2818,3509,4575,3925,4267,3388,2111,1121,1085,2547,4151,3500,3902,2723,1575,646,491,734,1193,1401,1956,1779,2127,1329,1391,2002,1922,1320,387,166,1
4378,15437,12409,7594,5942,3156,2816,2085,1537,1430,921,1071,1685,1397,898,576,497,427,421,281,255,170,94,33,13,2,5,3,0,1,2,0,50,80,207,814,2311,3879,9153,11094,6814,6100,4078,3118,2884,3142,2150,1985,1267,1144,955,1210,1299,641,391,272,223,141,84,32,13,3,2,0,47,62,57,77,156,170,237,375,795,1973,3539,3608,3423,8143,10022,6692,4640,3566,3162,2159,1830,1708,2106,1652,1394,1773,1166,552,240,131,53,28,1
1836,3737,5536,6296,6157,6520,3860,2607,2338,2054,1506,1359,1302,1728,1331,1212,1172,1147,1219,1110,1178,1276,1879,2497,1947,1237,837,405,153,81,15,4,1221,1457,3030,4549,4889,4711,5871,5581,3895,3243,2644,2469,2425,1863,1232,1048,973,1030,1309,1014,921,823,861,678,760,899,1080,1931,2453,640,35,1,641,776,358,600,1870,2681,2701,3623,3662,5905,6672,5863,5005,5034,2730,1886,1338,888,788,642,620,620,789,785,822,830,813,1301,1461,1783,1862,187,1
4524,3603,1305,957,1006,893,1057,1132,1070,1502,2009,2931,3788,4635,3921,3714,3082,2615,2636,2027,1349,783,732,760,894,1372,2403,3002,2945,2301,577,11,4115,3760,1372,939,967,878,907,1055,1056,1239,1167,1286,1903,4990,6428,7129,5211,3435,2877,1357,1173,1420,1822,1306,1573,1663,2058,2355,95,0,0,0,2977,3478,1606,1029,817,598,615,639,626,855,841,847,898,1089,1001,1398,1939,2710,3744,3600,3302,3504,4659,3844,3746,3256,3573,3238,2457,2437,213,0,1
49,294,1891,5963,6550,5383,3903,3310,2646,2368,1795,1739,2228,3244,3496,3364,2782,2231,2029,1456,1229,1190,1241,994,1030,965,849,768,365,140,35,9,7,79,485,460,595,917,1500,3176,4055,4882,4265,6090,5153,5752,5463,3835,3038,2502,2170,1544,1446,1409,1260,1058,943,870,795,814,558,315,81,19,3,15,189,374,442,503,717,727,644,762,981,1523,2115,3263,4434,5092,6357,5707,5638,4762,4894,2999,2677,2015,1755,1630,1587,1445,955,762,416,153,1
4290,10385,4179,2215,1794,1248,1035,1006,621,700,651,845,1130,2259,1902,1581,1872,2849,1775,954,781,744,898,1370,3011,5694,4357,3435,1505,287,146,17,15,184,2873,3149,3087,2323,1997,1916,1770,1645,1423,1701,2426,3706,4372,4525,2448,1872,1755,1372,2155,3816,5493,2627,2056,2277,1420,341,287,263,214,28,19,155,237,206,205,156,170,1383,2362,3075,2126,2161,3172,6219,5679,3997,2980,2668,4387,6327,4406,3123,3120,2665,2298,674,277,356,313,316,219,85,1
3162,5420,4608,5432,8325,3742,2694,2669,2601,2288,1672,1993,2258,2618,1902,1788,2031,1854,1752,1484,1348,1112,871,569,414,363,255,140,65,85,18,3,48,185,441,2456,5020,4102,3251,3586,5929,6840,3384,3203,2802,3302,2338,2456,2856,3393,3010,1861,1189,867,928,598,482,335,299,217,100,49,6,3,82,189,370,543,632,445,339,300,678,3027,3264,4034,3262,3975,5335,5903,6581,5941,6220,4098,2556,1715,1446,1102,1022,883,666,464,289,118,37,20,1
713,6294,4578,4648,7362,4992,4181,3507,3819,3464,2680,2584,2691,3298,3023,1830,964,694,670,549,536,465,532,396,457,357,119,67,38,17,10,1,248,4673,2724,1814,1783,1672,2201,2765,3299,5203,4259,4226,3246,3657,3002,3206,2712,2885,3746,3104,3331,859,351,191,82,72,48,54,53,37,26,7,696,4245,2748,1234,1230,1310,1257,1037,871,1006,1144,1466,1804,2991,2994,3744,4278,3411,3369,2285,2121,2597,3538,4508,6576,2473,261,133,77,62,40,30,1
679,352,52,222,15,8,14,508,2335,6636,6323,7561,5965,7614,10999,2265,1761,1480,1707,1842,2041,1919,1691,920,471,136,18,2,0,0,0,0,636,391,12,83,193,11,9,13,14,391,1871,4343,4126,9473,15047,9969,1992,1676,1728,1224,1265,1344,1720,1857,1807,1634,1219,876,425,148,37,2,523,480,49,14,8,126,156,10,95,181,11,220,3847,9240,5058,6237,10224,11906,3455,1232,1205,1316,1564,1520,1560,1430,1299,1101,726,486,188,69,1
438,553,36,61,811,3502,4464,3083,2719,3268,2902,2634,3145,5961,8875,2163,1683,1516,1716,1431,1372,1685,2104,1852,1595,1383,1216,1266,955,872,273,2,430,569,25,0,24,124,350,946,1144,2639,6141,5795,2869,2866,2256,2188,2698,4106,9755,2787,1403,1152,1400,1543,1822,1961,1960,1903,1509,1666,1364,141,593,424,10,30,185,474,839,1354,1564,1852,1896,2316,5082,7219,2679,1698,1717,1805,2505,5172,8125,2366,1308,1299,1493,1757,2090,2334,1835,1829,1479,207,1
26,176,319,437,582,654,998,1914,3624,5389,4836,3754,2400,2119,1592,1514,1217,2554,4303,12326,8277,6399,102,17,6,1,0,0,0,0,0,0,63,343,603,752,950,861,851,808,1127,2888,4776,5419,4641,3409,2026,1519,1194,521,445,4082,12941,12212,3091,8,5,0,1,0,0,0,0,0,98,356,614,752,870,783,672,518,409,438,451,524,604,852,1138,2102,3991,5309,5451,2976,1613,896,845,547,197,94,91,200,6727,22205,3207,6,1
2147,14680,4025,4066,4762,5353,4118,3827,3523,3370,2079,1673,1578,1761,1146,933,752,739,762,547,472,415,389,318,293,220,218,234,184,153,216,583,36,6769,3311,2816,3395,4562,5688,6577,5684,4763,2456,3318,2705,2102,1729,1622,1379,943,849,754,707,587,497,428,313,268,247,211,181,187,210,242,31,2218,2435,3342,3185,4236,5335,6089,6712,7099,3051,2241,2577,2809,2109,2067,2007,1867,1404,1043,866,713,640,385,272,218,160,127,96,69,83,50,1
116,352,456,530,840,868,1029,1079,1128,1128,1177,1676,2183,3151,3536,4067,4626,3781,3333,2616,2219,1961,1944,1319,1197,1083,1094,1239,1471,8587,5612,138,92,323,374,465,703,839,993,1112,1231,1629,1858,2629,4366,6954,6153,4178,3293,2960,2652,1716,1314,1231,1288,1271,1497,1676,2674,3052,3447,3185,362,19,49,231,251,345,509,543,692,867,949,1218,1330,1806,3266,6882,6637,6050,5622,4518,3553,2456,2205,2069,2621,2291,1974,2086,1476,1381,661,755,212,31,1
19,86,420,529,664,850,1023,1409,1691,2328,2529,3426,3554,4328,4512,5101,4735,4538,5027,4267,3153,2337,2542,1218,617,438,648,812,1108,1264,293,70,4,88,348,428,615,675,775,942,1340,2294,2689,2655,2346,2848,3067,3861,4160,4072,4852,4424,4770,4637,3850,2662,1914,866,571,803,1142,1528,287,23,0,6,87,286,486,550,644,724,1161,1930,2044,2150,2156,2281,2051,2241,2830,3235,4140,3914,4079,3997,5070,5238,4519,3359,1974,1131,1299,1531,328,95,1
1910,801,126,73,68,66,140,144,554,779,699,1009,1597,2959,3010,2484,2570,2344,2230,1556,1370,1235,1380,3276,5886,4889,4541,7096,8546,1861,313,24,2025,764,109,73,84,61,111,202,293,1464,2569,3020,2766,2597,2385,2234,1900,1419,1385,1133,1134,1165,1520,5589,4998,4923,5161,9083,3870,1295,178,26,2048,755,111,70,86,86,151,318,1041,2239,2404,2796,2827,2957,2328,1911,1294,1100,1247,1105,1213,1150,2349,6708,4752,4877,5701,9039,1963,717,153,40,1
13,407,712,938,1879,1353,1395,1680,1786,3431,5015,6819,6557,5649,4283,3034,2087,1850,1692,1261,2030,4281,2087,1203,1373,1190,723,273,138,153,161,83,72,755,953,1688,2168,1898,2614,4597,5260,7438,5425,4198,3689,2913,1815,1408,1543,1764,1416,1704,4191,2122,1466,1444,1412,744,267,174,129,131,111,27,5,25,137,541,1735,1881,3836,4762,5148,7197,5559,4754,4072,3186,1931,1525,1475,1710,1772,1265,1848,4151,2015,1186,1294,1206,721,250,128,116,90,15,1
0,0,3,2,15,13,34,104,196,1247,6818,4578,4740,5216,3707,2583,2333,3056,3202,1445,589,13138,8213,4210,75,13,6,0,0,0,0,0,0,0,0,0,0,1,0,2,10,22,20,47,70,137,176,234,292,1695,8975,7107,7366,4729,5916,2743,599,16638,8609,148,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,5,18,59,81,115,129,98,111,82,99,163,671,6319,10147,11833,7185,4423,18518,5312,161,1,1
169,1491,3153,2521,2107,1705,1547,1532,1632,1662,1298,1303,1720,2948,2714,3335,4463,5134,3994,3027,1903,1247,734,630,1073,1905,3065,4321,2991,211,1,0,68,958,2462,2020,1904,1548,1449,1399,1244,1309,1286,1273,1252,1270,1179,1395,1949,2863,4419,4696,5435,4070,3206,1476,1133,704,900,2318,5546,4707,97,1,517,1694,3346,2870,2448,1520,1237,1080,938,920,805,793,781,984,1004,993,1166,1404,2220,2426,3032,3738,5296,4220,3220,1505,1125,1175,3218,8490,1338,33,1
10,119,535,2335,3593,2251,2732,1558,1248,1245,1671,1841,1801,1925,2115,3472,3602,4001,6778,6708,5139,2339,2096,2300,2268,1344,441,69,0,0,0,0,0,0,5,8,23,164,437,1010,1379,1365,1470,1934,2370,2207,1958,2321,3117,2346,1287,1408,5887,4643,7527,8374,5286,2882,2362,2237,1154,347,28,0,0,0,0,0,0,1,2,4,2,10,26,110,524,1443,1280,1341,1806,2724,3188,2835,3834,3035,1716,1291,5156,7747,10683,10312,4021,1879,509,57,1
129,298,622,917,1352,1392,1639,2560,3591,6664,6036,3814,3882,2805,972,522,446,323,325,331,530,795,2393,3064,1789,1262,1173,1511,1349,4752,7893,405,9,63,236,536,1010,1525,1683,2566,5451,8752,3749,3468,3880,3546,1213,414,437,721,1957,3532,2130,1391,1521,1228,1107,972,1486,4192,4406,2164,191,0,0,4,34,158,463,711,1384,2169,3681,9179,4890,2356,2186,3280,4051,4998,4367,3006,2792,2027,1568,1996,4715,4681,801,38,1,0,0,0,0,0,1
44,265,527,500,562,767,1182,1945,4013,3569,2343,2688,7722,8107,7286,7675,4076,3893,3205,1996,1206,654,544,308,209,100,57,39,16,14,18,6,69,315,455,434,467,612,1366,3101,2927,2738,2536,2428,2379,7255,7990,8633,7620,4996,3914,2098,1219,663,561,299,206,105,58,38,16,14,17,7,3,55,198,468,562,889,2297,1667,1462,2290,2584,2955,2905,3121,2685,8240,12060,9561,5699,2428,1326,742,578,336,192,100,57,34,14,14,13,1,1
93,785,2290,1336,754,351,279,286,326,360,377,419,470,562,1028,4157,2913,3024,3267,3671,11948,7500,6701,2889,3999,3095,732,485,450,736,248,5,96,1059,1500,977,940,509,307,265,265,342,311,349,380,477,458,502,729,1458,5017,4856,4799,5424,4022,6639,8558,5202,6272,1814,555,892,537,25,25,184,952,1164,912,721,638,464,307,331,322,331,356,418,421,452,516,746,1881,2319,4516,8688,2459,1941,1285,3169,7547,9542,8638,3214,905,172,1
63,180,255,300,378,419,521,617,640,731,689,780,778,1107,1098,1341,1572,2023,2523,2603,2880,2213,1508,961,836,1435,4436,6797,8323,17279,249,1,145,242,261,279,328,346,372,447,544,758,698,727,690,843,900,1332,1742,2119,2896,2672,2938,2197,1334,958,906,927,2891,9675,10810,14329,229,1,103,221,262,242,318,307,331,291,319,548,632,754,873,955,792,1004,1326,1870,2806,2967,2967,2319,1422,912,818,825,946,1241,5118,31407,635,5,1
1294,4989,2693,2751,3318,2055,1944,1698,1486,1794,1801,1838,2377,2808,3628,4684,7395,9875,5603,1042,326,129,7,1,0,0,0,0,0,0,0,0,7,42,58,52,78,57,80,101,505,1067,1388,1839,2273,3205,3722,4383,6230,8815,13932,7557,3100,2083,1953,1590,918,416,81,4,0,0,0,0,7,32,54,65,58,73,78,80,93,113,104,133,138,198,405,921,1041,1658,3847,6946,10445,4914,1480,1443,1728,2963,4020,7557,7365,5950,1528,99,1
45,48,92,120,255,342,518,858,1086,1721,2307,2785,3797,7171,4034,1643,1331,1547,3496,3162,3625,3060,883,267,764,2184,3428,4784,5340,4632,208,3,38,73,96,137,304,368,599,878,1021,1220,2015,2353,3186,4731,2501,2245,2925,1978,1624,1724,3178,3523,3579,2703,935,576,1809,4868,6961,6946,440,2,21,74,110,151,335,502,799,1040,1011,1650,1859,2373,3391,3478,1841,1588,965,1726,2973,1882,1787,2312,4123,3109,2355,2220,778,5006,8765,7200,107,5,1
